OrderID,CustomerID,ExpiryDays,Product,Category,Price,Quantity,OrderDate,Revenue
532,C005,,Serum,Beauty,1190.00,1,2023-12-11,1190.00
297,C007,195.00,Jacket,Fashion,3600.00,1,2023-08-08,3600.00
344,C085,270.00,Sofa,Home,22150.00,1,2023-09-11,22150.00
541,C058,365.00,Tablet,Electronics,25440.00,3,2023-06-02,76320.00
522,C013,365.00,Camera,Electronics,43010.00,1,2023-11-02,43010.00
438,C127,225.00,T-shirt,Fashion,570.00,1,2023-10-16,570.00
298,C067,335.00,Headphones,Electronics,2710.00,1,2023-04-19,2710.00
476,C130,180.00,Sunscreen,Beauty,540.00,1,2023-07-19,540.00
269,C067,270.00,Sofa,Home,17690.00,1,2023-05-16,17690.00
224,C042,135.00,Moisturiser,Beauty,630.00,1,2023-09-29,630.00
238,C115,320.00,Phone,Electronics,28120.00,1,2023-04-04,28120.00
345,C141,270.00,Rug,Home,2740.00,1,2023-02-15,2740.00
323,C046,365.00,Tablet,Electronics,22960.00,1,2023-12-29,22960.00
384,C102,225.00,Racket,Sports,1730.00,1,2023-10-02,1730.00
403,C008,210.00,Serum,Beauty,1180.00,1,2023-09-03,1180.00
383,C058,210.00,T-shirt,Fashion,540.00,3,2023-12-12,1620.00
268,C103,315.00,Curtains,Home,1250.00,2,2023-10-02,2500.00
439,C145,150.00,Lipstick,Beauty,420.00,2,2023-11-16,840.00
473,C132,135.00,Sunscreen,Beauty,430.00,1,2023-03-15,430.00
466,C129,255.00,Jacket,Fashion,3030.00,1,2023-07-17,3030.00
515,C037,165.00,Yoga Mat,Sports,730.00,1,2023-06-13,730.00
530,C082,135.00,Sunscreen,Beauty,450.00,1,2023-11-12,450.00
558,C087,300.00,Lamp,Home,680.00,2,2023-10-18,1360.00
620,C020,210.00,Lipstick,Beauty,370.00,2,2023-05-24,740.00
326,C014,165.00,Yoga Mat,Sports,760.00,1,2023-09-02,760.00
347,C049,210.00,Lipstick,Beauty,390.00,1,2023-11-15,390.00
548,C014,180.00,Moisturiser,Beauty,9382.66,1,2023-06-19,9382.66
570,C039,195.00,Moisturiser,Beauty,720.00,1,2023-09-24,720.00
424,C132,180.00,Dumbbells,Sports,1830.00,1,2023-08-09,1830.00
429,C091,150.00,Sunscreen,Beauty,550.00,1,2023-01-22,550.00
287,C122,195.00,Cycle,Sports,16100.00,1,2023-05-07,16100.00
579,C101,225.00,T-shirt,Fashion,570.00,1,2023-04-25,570.00
420,C136,365.00,Laptop,Electronics,52650.00,1,2023-08-03,52650.00
330,C114,320.00,Camera,Electronics,43390.00,1,2023-10-29,43390.00
580,C119,270.00,Shoes,Fashion,2290.00,2,2023-10-06,4580.00
574,C149,255.00,Sofa,Home,21470.00,1,2023-08-05,21470.00
589,C013,365.00,Headphones,Electronics,3050.00,4,2023-11-26,12200.00
577,C098,225.00,Dumbbells,Sports,2300.00,1,2023-07-13,2300.00
519,C148,350.00,Phone,Electronics,33920.00,2,2023-04-08,67840.00
462,C036,365.00,Phone,Electronics,33800.00,3,2023-01-27,101400.00
505,C034,165.00,Moisturiser,Beauty,760.00,1,2023-01-29,760.00
313,C098,335.00,Headphones,Electronics,3060.00,1,2023-09-11,3060.00
380,C107,255.00,Jeans,Fashion,1420.00,1,2023-03-09,1420.00
475,C093,335.00,Laptop,Electronics,9382.66,1,2023-09-27,9382.66
568,C021,,Phone,Electronics,32680.00,1,2023-09-28,32680.00
495,C100,270.00,T-shirt,Fashion,500.00,3,2023-03-02,1500.00
523,C028,180.00,Dumbbells,Sports,2020.00,1,2023-05-16,2020.00
434,C080,210.00,Perfume,Beauty,2420.00,2,2023-04-24,4840.00
478,C027,300.00,Sofa,Home,19070.00,2,2023-06-20,38140.00
365,C018,210.00,Racket,Sports,1550.00,1,2023-12-17,1550.00
337,C043,315.00,Lamp,Home,700.00,2,2023-11-01,1400.00
398,C045,350.00,Camera,Electronics,41630.00,1,2023-01-14,41630.00
459,C115,320.00,Headphones,Electronics,3100.00,1,2023-05-03,3100.00
433,C063,255.00,Jacket,Fashion,3860.00,1,2023-07-25,3860.00
316,C105,335.00,Laptop,Electronics,55340.00,1,2023-05-04,55340.00
321,C048,285.00,Sofa,Home,21460.00,1,2023-09-05,21460.00
425,C125,255.00,Jeans,Fashion,1580.00,1,2023-06-07,1580.00
609,C060,210.00,Shoes,Fashion,1950.00,1,2023-03-19,1950.00
502,C017,335.00,Camera,Electronics,50190.00,1,2023-09-03,50190.00
328,C145,195.00,T-shirt,Fashion,450.00,3,2023-02-13,1350.00
534,C014,195.00,Sunscreen,Beauty,460.00,1,2023-03-29,460.00
491,C113,365.00,Laptop,Electronics,53570.00,1,2023-02-04,53570.00
334,C074,180.00,Dumbbells,Sports,1720.00,2,2023-12-26,3440.00
547,C062,240.00,Watch,Fashion,5360.00,1,2023-12-09,5360.00
245,C150,255.00,Jeans,Fashion,1300.00,1,2023-09-29,1300.00
266,C118,,Cycle,Sports,13650.00,1,2023-04-27,13650.00
484,C112,255.00,Sofa,Home,21800.00,3,2023-08-14,65400.00
286,C130,330.00,Rug,Home,2580.00,1,2023-10-08,2580.00
443,C099,255.00,Watch,Fashion,5140.00,1,2023-10-11,5140.00
387,C017,255.00,Mixer,Home,2930.00,2,2023-08-26,5860.00
360,C039,225.00,Yoga Mat,Sports,920.00,1,2023-01-19,920.00
213,C015,195.00,Moisturiser,Beauty,740.00,1,2023-01-17,740.00
236,C014,165.00,Yoga Mat,Sports,790.00,2,2023-11-27,1580.00
229,C052,335.00,Camera,Electronics,48450.00,2,2023-07-24,96900.00
371,C066,365.00,Phone,Electronics,9382.66,1,2023-12-08,9382.66
343,C121,240.00,Yoga Mat,Sports,910.00,1,2023-06-20,910.00
581,C059,210.00,Racket,Sports,1730.00,1,2023-06-27,1730.00
604,C098,365.00,Phone,Electronics,29420.00,1,2023-05-06,29420.00
422,C040,165.00,Perfume,Beauty,2790.00,1,2023-11-13,2790.00
296,C033,195.00,Cycle,Sports,16530.00,4,2023-10-01,66120.00
252,C034,150.00,Moisturiser,Beauty,700.00,3,2023-02-05,2100.00
441,C091,300.00,Curtains,Home,9382.66,1,2023-06-08,9382.66
536,C029,365.00,Laptop,Electronics,61310.00,1,2023-08-14,61310.00
542,C126,285.00,Lamp,Home,850.00,1,2023-06-28,850.00
379,C009,195.00,Jeans,Fashion,1630.00,1,2023-03-09,1630.00
242,C100,210.00,T-shirt,Fashion,480.00,1,2023-08-21,480.00
569,C029,315.00,Sofa,Home,22500.00,1,2023-10-08,22500.00
407,C111,180.00,Serum,Beauty,1180.00,1,2023-12-26,1180.00
483,C013,365.00,Tablet,Electronics,9382.66,3,2023-06-19,28147.98
455,C040,335.00,Phone,Electronics,35650.00,1,2023-02-21,35650.00
205,C040,335.00,Headphones,Electronics,2860.00,1,2023-06-22,2860.00
457,C040,165.00,Moisturiser,Beauty,720.00,1,2023-12-21,720.00
605,C087,165.00,Racket,Sports,9382.66,1,2023-09-08,9382.66
301,C011,335.00,Laptop,Electronics,65060.00,2,2023-05-07,130120.00
427,C075,320.00,Phone,Electronics,33460.00,1,2023-01-04,33460.00
585,C056,,Yoga Mat,Sports,740.00,2,2023-01-29,1480.00
414,C027,300.00,Mixer,Home,3020.00,1,2023-04-19,3020.00
372,C140,195.00,Jacket,Fashion,3920.00,1,2023-08-15,3920.00
299,C098,,Dumbbells,Sports,1900.00,1,2023-08-04,1900.00
493,C020,180.00,Dumbbells,Sports,1920.00,1,2023-09-29,1920.00
416,C147,270.00,Sofa,Home,21580.00,1,2023-08-08,21580.00
262,C027,270.00,Lamp,Home,840.00,1,2023-10-14,840.00
248,C021,350.00,Camera,Electronics,46280.00,1,2023-10-26,46280.00
233,C072,315.00,Sofa,Home,20080.00,2,2023-04-20,40160.00
468,C074,300.00,Lamp,Home,710.00,3,2023-08-30,2130.00
528,C103,350.00,Phone,Electronics,31950.00,1,2023-01-24,31950.00
401,C132,165.00,Yoga Mat,Sports,870.00,1,2023-08-20,870.00
603,C149,300.00,Mixer,Home,3620.00,2,2023-06-01,7240.00
228,C136,180.00,Racket,Sports,1620.00,3,2023-08-05,4860.00
553,C010,225.00,Cycle,Sports,16950.00,4,2023-07-23,67800.00
431,C107,210.00,Racket,Sports,1750.00,1,2023-07-27,1750.00
461,C098,165.00,Yoga Mat,Sports,860.00,1,2023-08-03,860.00
489,C091,315.00,Rug,Home,2160.00,2,2023-08-11,4320.00
363,C068,365.00,Laptop,Electronics,59450.00,1,2023-12-21,59450.00
583,C005,240.00,Racket,Sports,1940.00,1,2023-02-04,1940.00
339,C127,165.00,Dumbbells,Sports,2000.00,1,2023-11-03,2000.00
263,C061,165.00,Racket,Sports,9382.66,3,2023-04-01,28147.98
336,C140,195.00,Moisturiser,Beauty,680.00,1,2023-03-18,680.00
329,C107,365.00,Laptop,Electronics,61050.00,2,2023-11-13,122100.00
209,C075,240.00,Shoes,Fashion,2100.00,4,2023-04-30,8400.00
527,C087,240.00,Dumbbells,Sports,2180.00,1,2023-07-07,2180.00
618,C112,225.00,T-shirt,Fashion,440.00,2,2023-06-19,880.00
265,C028,350.00,Tablet,Electronics,22440.00,1,2023-01-20,22440.00
501,C095,270.00,Jeans,Fashion,1520.00,1,2023-10-10,1520.00
215,C102,330.00,Lamp,Home,840.00,3,2023-11-26,2520.00
357,C124,165.00,Cycle,Sports,14760.00,1,2023-10-10,14760.00
564,C129,165.00,Dumbbells,Sports,1800.00,3,2023-12-27,5400.00
565,C076,255.00,Sofa,Home,20830.00,1,2023-04-24,20830.00
417,C143,195.00,Sunscreen,Beauty,520.00,1,2023-12-03,520.00
480,C035,180.00,Yoga Mat,Sports,830.00,1,2023-08-23,830.00
591,C122,165.00,Cycle,Sports,16140.00,1,2023-04-26,16140.00
538,C133,180.00,Shoes,Sports,4250.00,1,2023-06-16,4250.00
437,C040,330.00,Lamp,Home,9382.66,2,2023-12-02,18765.32
408,C056,270.00,Watch,Fashion,5330.00,1,2023-04-27,5330.00
413,C109,225.00,Jacket,Fashion,9382.66,3,2023-01-27,28147.98
612,C071,165.00,Shoes,Sports,3420.00,1,2023-05-27,3420.00
452,C085,255.00,Jeans,Fashion,1530.00,2,2023-12-10,3060.00
250,C077,350.00,Tablet,Electronics,24220.00,1,2023-02-07,24220.00
613,C111,240.00,Watch,Fashion,5470.00,2,2023-04-02,10940.00
504,C133,240.00,Jacket,Fashion,3460.00,1,2023-10-10,3460.00
551,C016,330.00,Curtains,Home,1120.00,3,2023-02-15,3360.00
470,C141,,Lamp,Home,880.00,3,2023-11-08,2640.00
402,C012,195.00,Moisturiser,Beauty,790.00,2,2023-12-04,1580.00
362,C004,255.00,Watch,Fashion,5620.00,2,2023-07-29,11240.00
244,C015,365.00,Phone,Electronics,29110.00,1,2023-10-05,29110.00
418,C080,300.00,Sofa,Home,18080.00,3,2023-06-29,54240.00
391,C072,210.00,Jacket,Fashion,3620.00,1,2023-07-09,3620.00
510,C087,195.00,Moisturiser,Beauty,630.00,2,2023-10-16,1260.00
460,C050,,Rug,Home,2800.00,1,2023-10-20,2800.00
306,C063,165.00,Cycle,Sports,13090.00,1,2023-06-04,13090.00
254,C136,330.00,Mixer,Home,9382.66,1,2023-10-11,9382.66
202,C009,195.00,Perfume,Beauty,2570.00,1,2023-04-22,2570.00
281,C019,165.00,Racket,Sports,9382.66,1,2023-11-19,9382.66
406,C084,165.00,Sunscreen,Beauty,510.00,1,2023-11-02,510.00
235,C025,240.00,Yoga Mat,Sports,730.00,2,2023-07-01,1460.00
464,C042,210.00,Jeans,Fashion,1310.00,1,2023-09-20,1310.00
567,C121,270.00,Rug,Home,2650.00,2,2023-12-07,5300.00
292,C150,195.00,Yoga Mat,Sports,900.00,3,2023-01-11,2700.00
540,C068,300.00,Mixer,Home,3060.00,2,2023-04-09,6120.00
253,C113,365.00,Tablet,Electronics,23390.00,2,2023-12-27,46780.00
546,C144,365.00,Camera,Electronics,41910.00,2,2023-03-12,83820.00
465,C057,365.00,Headphones,Electronics,2630.00,2,2023-06-28,5260.00
442,C095,240.00,Yoga Mat,Sports,690.00,2,2023-02-09,1380.00
214,C055,285.00,Rug,Home,2330.00,3,2023-10-18,6990.00
516,C095,270.00,Rug,Home,2220.00,1,2023-02-24,2220.00
289,C082,315.00,Lamp,Home,750.00,3,2023-02-11,2250.00
588,C071,150.00,Moisturiser,Beauty,680.00,1,2023-10-30,680.00
474,C091,315.00,Rug,Home,2130.00,1,2023-08-02,2130.00
367,C077,255.00,Jacket,Fashion,9382.66,3,2023-01-24,28147.98
529,C122,240.00,T-shirt,Fashion,530.00,1,2023-03-18,530.00
221,C088,180.00,Serum,Beauty,1300.00,1,2023-08-11,1300.00
335,C068,195.00,Shoes,Sports,4220.00,2,2023-11-17,8440.00
507,C133,335.00,Tablet,Electronics,28360.00,3,2023-02-10,85080.00
520,C120,335.00,Headphones,Electronics,3450.00,1,2023-06-07,3450.00
255,C035,285.00,Sofa,Home,22630.00,1,2023-02-24,22630.00
251,C145,225.00,Jacket,Fashion,3630.00,4,2023-02-07,14520.00
375,C076,150.00,Serum,Beauty,1230.00,1,2023-12-04,1230.00
390,C040,255.00,Mixer,Home,3120.00,3,2023-12-02,9360.00
388,C012,285.00,Rug,Home,2210.00,3,2023-06-05,6630.00
370,C062,150.00,Lipstick,Beauty,410.00,1,2023-10-26,410.00
259,C110,365.00,Headphones,Electronics,3050.00,1,2023-02-27,3050.00
249,C067,150.00,Sunscreen,Beauty,470.00,1,2023-06-10,470.00
545,C066,210.00,Jeans,Fashion,1690.00,2,2023-04-20,3380.00
436,C038,270.00,Curtains,Home,1280.00,1,2023-03-16,1280.00
453,C109,135.00,Perfume,Beauty,2610.00,1,2023-01-10,2610.00
222,C068,320.00,Headphones,Electronics,2550.00,4,2023-04-02,10200.00
514,C016,180.00,Dumbbells,Sports,1970.00,1,2023-08-01,1970.00
361,C085,365.00,Camera,Electronics,51280.00,3,2023-08-14,153840.00
477,C096,210.00,Shoes,Sports,4160.00,1,2023-01-09,4160.00
392,C061,350.00,Headphones,Electronics,2950.00,3,2023-02-20,8850.00
494,C072,255.00,Rug,Home,2360.00,1,2023-02-28,2360.00
614,C062,240.00,Shoes,Fashion,2010.00,1,2023-09-27,2010.00
544,C038,225.00,Dumbbells,Sports,2270.00,1,2023-05-28,2270.00
458,C012,180.00,Moisturiser,Beauty,750.00,1,2023-12-13,750.00
509,C129,285.00,Mixer,Home,3230.00,2,2023-10-31,6460.00
350,C080,135.00,Moisturiser,Beauty,740.00,1,2023-10-10,740.00
331,C016,225.00,Dumbbells,Sports,2040.00,2,2023-02-20,4080.00
352,C075,365.00,Headphones,Electronics,3390.00,1,2023-05-20,3390.00
560,C025,270.00,Sofa,Home,19400.00,1,2023-03-13,19400.00
300,C139,330.00,Sofa,Home,19820.00,1,2023-06-29,19820.00
573,C079,,Watch,Fashion,9382.66,2,2023-07-22,18765.32
288,C062,255.00,Mixer,Home,3190.00,1,2023-02-09,3190.00
531,C131,300.00,Mixer,Home,3040.00,1,2023-12-29,3040.00
322,C135,270.00,Mixer,Home,3660.00,1,2023-02-21,3660.00
470,C141,285.00,Lamp,Home,880.00,3,2023-11-08,2640.00
221,C088,,Serum,Beauty,1300.00,1,2023-08-11,1300.00
389,C138,240.00,Shoes,Sports,3520.00,1,2023-08-21,3520.00
272,C112,320.00,Tablet,Electronics,21580.00,1,2023-10-03,21580.00
307,C145,195.00,Perfume,Beauty,2720.00,2,2023-06-27,5440.00
471,C074,180.00,Lipstick,Beauty,350.00,1,2023-03-04,350.00
549,C036,210.00,Shoes,Sports,4220.00,1,2023-10-09,4220.00
303,C120,270.00,Watch,Fashion,5670.00,2,2023-07-08,11340.00
